temperature,humidity,light_intensity,noise_level,pir_motion,ultrasonic_distance,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,energy_usage,voice_command,room_type,time_of_day,device,state
19.58,26.08,62.84,41.41,1,75.43,0,closed,open,1615.87,0,1,1,820.58,start the geyser,bathroom,morning,fan,ON
30.85,36.93,10.88,53.98,0,139.38,1,open,open,734.34,0,0,1,133.62,good morning,bedroom,night,window,CLOSE
32.87,75.03,91.44,84.15,0,267.02,2,open,closed,318.3,0,1,0,1805.09,close the door,bathroom,night,fan,ON
36.66,56.03,27.1,81.97,1,186.96,3,open,closed,1832.79,1,1,0,1037.95,it's hot,bedroom,evening,fan,ON
18.59,75.16,55.3,21.75,0,270.66,2,open,open,1680.11,1,0,1,140.94,close the door,kitchen,afternoon,fan,ON
21.62,84.53,74.41,54.62,1,215.24,2,closed,open,1982.22,0,1,0,1317.54,close the door,bedroom,night,fan,ON
33.1,77.8,15.82,88.27,0,159.47,0,closed,closed,937.57,1,1,1,1832.29,close the door,living_room,afternoon,fan,ON
21.38,53.72,40.71,87.08,1,198.26,0,open,open,1916.75,0,0,1,1246.25,I am leaving,bedroom,evening,window,CLOSE
17.36,83.3,99.3,72.74,0,162.51,0,closed,closed,1730.39,1,1,0,1793.98,turn on the light,kitchen,morning,fan,ON
30.55,79.15,73.76,54.59,1,80.58,1,open,closed,804.54,0,1,0,412.28,I am leaving,bathroom,night,fan,ON
28.9,31.16,3.7,62.35,0,88.33,0,open,closed,1094.26,1,0,0,325.29,I am leaving,living_room,afternoon,fan,ON
18.55,32.83,24.8,54.36,1,147.92,1,closed,open,989.33,0,0,1,585.14,open the window,kitchen,evening,window,CLOSE
36.28,43.99,16.91,69.91,1,84.1,1,closed,closed,520.92,0,1,0,1111.44,close the door,living_room,afternoon,fan,ON
17.14,38.17,91.95,33.54,1,212.88,0,closed,closed,685.79,0,0,1,32.67,turn on the light,kitchen,morning,light,OFF
29.51,35.85,1.39,31.41,0,128.87,0,closed,closed,1971.21,0,1,0,158.36,turn off everything,bathroom,afternoon,fan,ON
26.02,29.34,15.91,60.96,1,124.14,0,closed,open,514.66,0,0,1,1149.79,open the window,bedroom,morning,window,CLOSE
37.03,71.17,20.51,78.69,0,281.68,3,closed,closed,1356.83,0,0,1,561.28,start the geyser,kitchen,evening,ac,ON
23.25,29.93,49.74,70.88,0,221.83,0,closed,closed,868.31,1,1,0,497.7,start the geyser,living_room,morning,fan,ON
19.6,76.14,75.49,48.26,0,241.5,2,closed,closed,739.39,1,0,1,1760.8,good night,bathroom,morning,fan,ON
29.12,66.77,73.51,46.56,1,87.82,3,closed,open,745.81,1,0,1,752.84,turn on the light,bathroom,evening,fan,ON
23.09,26.12,60.62,63.17,1,230.86,1,open,open,1514.51,0,1,1,367.49,it's hot,bedroom,night,fan,ON
29.72,26.29,48.03,25.24,1,202.07,2,closed,closed,668.62,1,0,0,867.09,it's hot,kitchen,night,fan,ON
30.9,85.42,19.12,40.7,1,191.07,1,open,open,1888.06,1,1,0,17.62,it's hot,kitchen,morning,fan,ON
35.35,43.95,84.6,31.86,1,78.93,3,closed,open,1277.46,0,1,0,334.92,good night,living_room,afternoon,fan,ON
34.29,35.44,40.8,32.72,0,293.46,2,open,closed,927.24,0,1,0,874.93,start the geyser,bedroom,evening,fan,ON
25.43,45.83,34.15,77.83,0,249.59,3,open,open,304.32,1,1,0,270.35,it's hot,living_room,afternoon,fan,ON
23.37,24.33,2.22,85.8,1,81.72,1,closed,closed,1785.67,1,1,1,475.76,turn off the fan,living_room,afternoon,fan,ON
36.38,38.14,11.87,11.54,1,72.91,3,open,open,1276.2,1,1,1,1386.02,I am leaving,bathroom,afternoon,fan,ON
19.28,72.46,0.96,10.31,0,110.74,2,open,open,350.25,0,1,1,1636.5,it's hot,living_room,evening,fan,ON
35.99,52.33,69.56,53.68,0,288.15,0,open,open,538.29,1,0,1,666.35,open the window,living_room,morning,fan,ON
29.38,54.31,17.22,39.03,0,193.85,3,closed,open,559.25,1,0,0,264.76,good morning,bedroom,evening,fan,ON
23.22,76.58,56.55,68.31,1,227.29,0,closed,open,1351.61,1,1,0,217.4,I am home,bathroom,night,fan,ON
19.2,27.46,71.73,20.22,0,257.82,2,open,open,1603.87,0,1,0,630.27,it's hot,bathroom,afternoon,fan,ON
35.86,73.76,48.84,22.43,1,127.82,2,open,open,1962.21,0,0,1,570.56,I am home,kitchen,night,window,CLOSE
24.86,33.53,18.37,88.36,0,184.77,1,open,closed,373.23,1,0,0,1487.03,good night,bedroom,afternoon,fan,ON
39.03,32.5,48.65,41.54,0,284.63,0,open,open,657.79,1,0,1,1922.61,good night,bedroom,evening,fan,ON
18.07,26.31,53.55,44.22,0,272.76,0,open,closed,1475.65,1,0,1,1361.5,turn off the fan,bedroom,afternoon,fan,ON
37.55,49.84,8.01,19.03,1,277.94,2,open,open,1972.22,1,0,0,1091.53,turn off everything,bedroom,morning,fan,ON
24.43,83.15,20.16,48.1,0,231.73,1,closed,open,1721.72,1,1,0,1368.92,close the door,kitchen,morning,fan,ON
24.55,30.72,31.32,16.29,1,272.47,1,open,closed,1706.48,0,0,1,367.18,good morning,living_room,night,window,OPEN
26.58,20.58,69.8,19.59,1,84.57,3,closed,closed,1581.18,0,1,0,761.3,start the geyser,kitchen,morning,fan,ON
26.69,85.27,66.83,77.74,1,277.21,2,closed,closed,1356.64,1,1,1,845.35,good night,bedroom,evening,fan,ON
36.47,73.26,69.84,31.68,0,189.46,1,open,open,344.19,1,0,0,1290.43,turn on the light,living_room,morning,fan,ON
18.14,76.32,88.28,81.3,0,121.17,1,open,open,1483.81,1,0,0,595.16,I am leaving,bedroom,afternoon,fan,ON
17.98,42.22,39.27,25.71,0,30.95,1,closed,open,1282.41,1,0,0,353.94,good morning,kitchen,night,fan,ON
37.17,50.19,3.83,39.49,1,29.22,3,closed,closed,555.98,1,0,0,56.12,I am home,kitchen,afternoon,fan,ON
27.25,83.97,63.05,35.73,1,110.99,1,open,closed,919.38,0,1,1,1954.8,open the window,kitchen,afternoon,fan,ON
29.35,40.53,1.9,42.91,0,299.43,3,open,open,1139.59,1,0,1,1441.79,open the window,kitchen,evening,fan,ON
30.49,73.22,11.29,77.66,0,12.21,2,open,closed,1821.78,0,1,1,1592.73,good night,kitchen,night,fan,ON
38.02,85.02,31.93,15.05,0,278.31,0,open,open,1475.07,0,1,1,688.9,turn off the fan,living_room,morning,fan,ON
24.49,40.32,13.04,33.2,0,58.2,0,open,open,833.75,1,0,0,771.79,it's hot,bedroom,night,fan,ON
32.1,46.26,4.16,43.11,0,238.98,0,open,open,1914.22,0,0,0,965.37,good morning,kitchen,evening,ac,ON
36.73,39.74,80.99,11.92,0,131.66,2,closed,open,1926.05,1,1,0,782.43,start the geyser,bedroom,night,fan,ON
27.51,55.99,62.55,51.88,1,198.83,0,closed,closed,802.11,1,1,0,1278.9,I am leaving,bedroom,morning,fan,ON
33.54,45.06,83.92,83.26,1,14.01,1,open,closed,1973.71,0,0,1,1091.74,start the geyser,bedroom,evening,window,OPEN
36.54,70.62,56.3,76.73,0,17.3,1,closed,closed,1965.27,0,0,1,76.05,it's hot,bathroom,night,window,OPEN
18.57,64.33,3.23,33.5,1,19.54,1,closed,open,1633.94,1,1,0,631.27,open the window,kitchen,night,fan,ON
31.56,27.15,42.85,69.19,0,20.25,0,open,closed,1364.87,0,0,1,0.87,start the geyser,bathroom,night,window,OPEN
19.81,39.27,16.56,67.45,1,117.92,3,closed,open,446.23,0,1,0,143.29,close the door,kitchen,evening,fan,ON
24.74,30.2,84.77,34.14,1,50.11,1,closed,open,1193.21,1,1,0,405.02,good morning,kitchen,morning,fan,ON
29.42,76.7,20.89,78.84,1,191.97,1,open,open,1826.79,0,0,0,166.17,good night,bathroom,afternoon,window,OPEN
24.36,31.49,44.22,29.24,1,207.8,2,open,closed,1381.58,1,0,1,1796.94,close the door,living_room,morning,fan,ON
23.45,42.45,59.04,49.82,1,122.86,3,open,open,1420.21,0,0,1,1666.82,start the geyser,bathroom,morning,window,CLOSE
29.3,59.7,62.98,61.6,1,92.89,1,open,open,660.92,0,0,1,1158.72,turn off the fan,bathroom,evening,window,CLOSE
23.31,43.86,29.63,33.78,1,283.09,1,closed,closed,1582.33,1,0,1,452.6,good night,bedroom,morning,fan,ON
26.42,20.09,56.42,62.98,1,216.76,1,open,closed,1820.85,1,0,0,521.88,I am home,kitchen,afternoon,fan,ON
32.51,69.29,36.47,51.52,0,114.22,0,closed,closed,1958.39,0,1,0,884.83,good morning,kitchen,afternoon,fan,ON
32.93,71.51,86.36,51.8,1,12.48,0,closed,open,1458.16,1,0,0,776.3,it's hot,bathroom,evening,fan,ON
28.85,35.52,4.21,46.29,0,192.02,2,closed,open,1412.69,0,1,0,1879.46,turn off everything,living_room,night,fan,ON
19.77,89.28,93.16,74.81,1,227.14,1,open,closed,794.96,0,1,1,283.01,turn off the fan,bedroom,night,fan,ON
27.32,59.58,82.24,80.0,0,109.18,0,open,open,616.08,1,1,0,1416.64,good night,bathroom,evening,fan,ON
39.14,58.69,39.58,31.7,0,263.0,1,open,open,1275.87,0,1,1,1474.85,close the door,living_room,afternoon,fan,ON
16.69,79.19,24.19,19.77,0,88.54,2,closed,closed,1899.14,1,0,0,929.16,good morning,living_room,afternoon,fan,ON
23.01,74.29,19.45,42.9,0,212.33,1,closed,open,1705.92,0,0,0,279.03,turn off the fan,bathroom,morning,window,OPEN
22.57,21.66,35.28,56.12,0,85.76,3,closed,open,1106.68,0,1,1,440.84,turn on the light,living_room,morning,fan,ON
22.78,33.39,3.68,84.79,0,234.93,2,closed,open,856.58,1,0,0,1026.41,close the door,bedroom,afternoon,fan,ON
25.95,84.17,24.98,24.05,0,130.77,3,closed,closed,963.36,0,0,0,128.33,close the door,living_room,night,light,OFF
22.46,29.22,10.47,28.39,1,122.11,0,closed,open,1409.95,0,0,1,144.94,close the door,bedroom,afternoon,window,CLOSE
20.91,61.9,15.93,78.4,1,227.83,3,closed,open,1515.26,0,0,0,1166.46,I am home,bedroom,morning,window,OPEN
32.5,45.64,94.26,19.87,1,19.17,1,open,closed,1846.13,0,1,1,1354.28,good morning,bathroom,afternoon,fan,ON
36.78,88.06,55.89,60.21,1,98.38,0,closed,open,1294.9,1,1,0,431.41,good morning,kitchen,night,fan,ON
29.5,75.65,70.79,28.15,0,29.33,2,open,closed,1326.47,1,1,1,926.43,good morning,bathroom,morning,fan,ON
39.5,32.58,27.68,13.73,1,93.37,1,open,closed,1881.48,0,0,1,1018.26,good morning,kitchen,afternoon,ac,ON
21.33,85.37,71.16,63.6,1,168.52,2,open,open,580.43,0,1,0,1515.07,open the window,bedroom,night,fan,ON
21.15,56.79,5.06,23.9,0,201.74,3,open,closed,1662.6,1,1,0,1247.93,open the window,bathroom,evening,fan,ON
20.45,43.5,95.98,18.58,0,251.16,2,open,open,1378.39,1,1,1,412.73,I am home,bathroom,morning,fan,ON
37.09,38.26,96.02,42.01,0,192.63,2,closed,open,1464.03,1,1,1,722.53,turn on the light,kitchen,afternoon,fan,ON
32.77,47.5,80.79,15.84,1,39.85,3,closed,closed,457.06,0,0,1,623.04,turn off the fan,living_room,morning,ac,ON
33.24,48.87,90.17,87.54,1,36.75,2,closed,closed,1503.81,1,0,0,734.47,turn off everything,bedroom,night,fan,ON
33.29,24.06,38.91,51.42,1,69.81,3,open,open,834.39,0,1,0,342.36,it's hot,bathroom,evening,fan,ON
19.09,35.31,61.11,61.9,0,60.19,1,closed,closed,1614.19,1,1,1,988.19,I am home,living_room,evening,fan,ON
31.52,78.14,98.16,35.51,1,79.64,3,closed,open,960.13,1,0,0,125.73,start the geyser,bedroom,evening,fan,ON
33.53,37.31,81.81,31.22,0,268.65,1,open,closed,1286.08,0,0,0,396.65,turn off the fan,kitchen,night,ac,ON
36.47,88.39,1.31,50.15,0,232.33,1,open,open,357.94,1,0,1,614.16,it's hot,bathroom,morning,fan,ON
36.87,54.71,0.29,46.85,1,251.76,2,closed,closed,1486.32,1,0,1,228.92,it's hot,bedroom,afternoon,fan,ON
22.35,48.52,46.02,59.01,0,202.14,2,closed,open,1980.92,0,0,1,1607.67,I am leaving,bathroom,afternoon,window,CLOSE
37.13,73.47,20.71,87.23,0,202.45,3,closed,closed,731.54,1,0,0,1407.22,I am leaving,living_room,afternoon,fan,ON
28.82,37.43,4.6,11.0,1,131.48,2,closed,closed,1841.92,1,0,0,504.75,turn off everything,kitchen,afternoon,fan,ON
28.84,84.38,58.41,75.62,1,51.42,3,open,closed,1238.84,0,0,0,462.06,good night,bathroom,night,window,OPEN
29.55,86.46,65.24,22.02,0,131.94,1,closed,open,351.01,1,1,1,1553.36,good morning,kitchen,morning,fan,ON
29.71,89.69,1.4,25.75,1,81.96,1,closed,open,512.47,1,1,0,1496.17,good morning,kitchen,evening,fan,ON
32.18,30.85,25.37,75.66,1,269.69,1,open,closed,1711.15,0,1,1,638.55,good morning,kitchen,evening,fan,ON
25.91,69.56,49.4,42.33,1,194.74,3,closed,open,1871.65,0,1,0,871.3,start the geyser,bathroom,afternoon,fan,ON
32.72,68.44,70.95,33.77,1,84.69,2,open,open,1157.43,0,0,0,1050.23,good morning,bathroom,afternoon,ac,ON
37.63,89.01,54.59,33.92,0,10.05,1,closed,open,377.88,0,0,0,696.84,start the geyser,bedroom,morning,ac,ON
30.85,72.0,9.91,69.42,0,22.44,2,open,open,658.2,0,1,1,1051.0,open the window,bedroom,night,fan,ON
26.37,41.91,1.15,66.96,0,250.24,1,closed,closed,1964.98,0,0,1,1500.7,start the geyser,kitchen,night,light,OFF
17.19,31.86,12.52,52.39,0,21.93,2,open,closed,699.85,1,0,0,1736.84,open the window,kitchen,evening,fan,ON
32.67,81.88,22.48,21.21,1,25.76,0,open,open,405.47,1,0,0,988.49,close the door,kitchen,night,fan,ON
30.38,22.84,19.19,57.27,0,123.72,3,open,open,1691.83,1,0,1,499.59,good morning,bedroom,evening,fan,ON
27.04,54.02,38.21,29.37,1,105.54,3,closed,open,648.77,1,0,0,1617.47,it's hot,bathroom,evening,fan,ON
22.71,89.95,29.26,10.35,0,36.0,1,open,closed,397.08,0,1,1,165.5,I am home,bedroom,evening,fan,ON
30.06,77.82,15.89,20.36,1,278.45,0,open,closed,1136.3,1,1,0,345.55,I am home,kitchen,night,fan,ON
27.09,77.14,32.86,73.45,0,235.22,2,closed,closed,852.75,1,1,0,775.3,I am leaving,kitchen,evening,fan,ON
22.85,55.04,0.88,83.38,1,37.3,2,closed,closed,1655.99,0,0,1,1531.98,I am home,bathroom,afternoon,window,OPEN
17.1,65.81,31.52,11.92,1,169.57,1,open,closed,1465.14,0,0,0,1529.97,turn off everything,living_room,afternoon,window,OPEN
33.05,20.06,90.9,80.72,1,108.11,3,open,closed,470.05,0,0,1,1481.1,it's hot,bathroom,afternoon,ac,ON
37.21,70.8,58.05,60.78,0,215.26,0,closed,closed,1866.09,1,1,1,1506.02,close the door,living_room,afternoon,fan,ON
24.25,53.16,54.84,30.28,0,201.24,0,open,closed,1362.74,1,0,1,1196.21,turn off the fan,kitchen,afternoon,fan,ON
29.86,22.83,69.68,21.86,0,219.48,2,open,closed,566.76,0,0,1,263.1,turn off everything,kitchen,night,light,OFF
22.62,67.32,6.28,23.05,1,87.13,3,open,open,325.76,1,1,1,1354.99,turn on the light,living_room,afternoon,fan,ON
36.08,26.32,2.9,56.71,0,55.19,3,open,closed,612.91,1,0,0,1022.14,good night,bathroom,morning,fan,ON
26.71,45.2,80.75,19.3,0,226.41,3,closed,open,532.68,0,1,1,1662.88,it's hot,kitchen,night,fan,ON
