temperature,humidity,light_intensity,noise_level,pir_motion,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,voice_command,room_type,time_of_day,device,state
22.47,66.89,82.7,77.47,1,2,open,closed,1123.04,0,0,0,start the door,office,evening,door,ON
30.91,31.93,19.29,67.71,0,1,closed,closed,1957.76,1,1,0,check the geyser,bathroom,afternoon,geyser,ON
19.41,56.2,10.27,58.1,1,2,closed,open,815.67,0,1,1,stop the phone_charger,kitchen,evening,phone_charger,OFF
17.68,45.75,63.41,73.21,1,1,closed,closed,425.67,1,0,0,check the desk_lamp,bathroom,evening,desk_lamp,ON
30.7,63.93,29.01,10.68,1,0,closed,closed,1810.76,0,1,1,open the air_purifier,kitchen,afternoon,air_purifier,ON
38.71,69.35,29.43,72.86,0,2,closed,open,1800.24,1,1,0,switch on the curtain,bathroom,morning,curtain,ON
31.69,61.21,68.55,60.71,0,1,closed,open,729.18,1,1,1,status of the heater,office,morning,heater,ON
34.37,48.49,21.44,63.43,1,0,closed,closed,1608.94,1,1,0,is the water_motor on,bathroom,night,water_motor,ON
19.62,26.59,23.58,73.62,0,3,open,open,1595.63,1,1,0,switch off the music_system,kitchen,evening,music_system,OFF
18.79,46.12,49.9,26.03,0,1,open,closed,777.71,0,1,1,how s the fan,bathroom,night,fan,ON
16.9,61.87,9.59,13.42,1,0,open,closed,1302.71,1,0,1,how s the tv,office,night,tv,ON
31.21,46.89,66.76,54.91,0,1,open,closed,1375.37,0,0,1,turn off the tv,kitchen,evening,tv,OFF
30.86,37.08,75.05,68.12,1,3,open,open,534.24,1,1,0,deactivate the door,bedroom,evening,door,OFF
28.87,89.9,96.88,13.45,1,1,closed,closed,1564.86,1,0,0,how s the ac,garage,morning,ac,ON
24.86,41.85,86.43,35.49,0,0,open,open,1343.39,0,1,1,start the aquarium_pump,living_room,morning,aquarium_pump,ON
22.51,74.24,63.39,15.62,0,3,closed,closed,1899.02,1,1,0,is the tv on,office,morning,tv,ON
29.49,42.54,33.0,22.85,0,2,closed,closed,1531.0,1,0,1,how s the geyser,bedroom,night,geyser,ON
38.05,45.16,14.18,72.58,0,2,closed,closed,912.0,0,1,0,stop the coffee_maker,living_room,evening,coffee_maker,OFF
29.55,64.8,40.3,44.91,0,3,open,open,1945.96,1,1,0,switch on the door,balcony,afternoon,door,ON
25.3,50.87,78.98,55.45,0,1,open,closed,848.49,1,0,0,start the aquarium_pump,living_room,morning,aquarium_pump,ON
39.95,52.09,76.37,66.51,0,1,closed,open,1534.72,1,0,0,deactivate the window,kitchen,evening,window,OFF
21.05,85.26,67.37,20.02,1,3,open,open,1702.29,0,1,1,what s up with the curtain,living_room,evening,curtain,ON
29.39,76.3,37.72,41.68,0,1,closed,open,1149.53,0,0,0,what s up with the desk_lamp,bedroom,morning,desk_lamp,ON
38.4,76.31,16.2,10.19,1,2,open,closed,1344.35,0,0,0,close the water_motor,bathroom,night,water_motor,OFF
30.0,89.46,86.36,40.31,1,2,closed,closed,555.68,0,1,1,activate the ac,garage,night,ac,ON
16.55,45.64,73.87,20.63,1,0,open,open,1664.9,1,0,0,switch on the music_system,office,evening,music_system,ON
16.25,27.76,48.88,26.62,1,1,closed,closed,596.71,0,0,0,open the cctv_camera,office,morning,cctv_camera,ON
34.19,87.85,95.54,45.79,1,1,open,closed,1351.22,1,1,1,what s up with the curtain,balcony,night,curtain,ON
29.14,27.64,96.54,13.63,0,1,closed,open,1203.63,1,1,0,check the music_system,kitchen,morning,music_system,ON
38.01,41.11,55.86,72.66,1,0,closed,open,1291.03,0,0,1,turn on the water_motor,balcony,afternoon,water_motor,ON
39.17,68.69,77.51,65.82,0,3,closed,open,648.08,1,0,1,how s the window,kitchen,afternoon,window,ON
26.93,36.6,82.48,79.84,0,3,open,open,426.89,0,1,0,what s up with the light,garage,morning,light,ON
18.95,39.75,58.28,45.78,1,2,closed,open,1933.32,1,1,1,what s up with the water_motor,bathroom,afternoon,water_motor,ON
35.87,34.59,52.51,23.33,0,1,closed,closed,513.82,0,0,1,check the phone_charger,bathroom,afternoon,phone_charger,ON
34.1,30.13,12.68,46.54,1,3,closed,open,1028.4,0,1,1,what s up with the music_system,balcony,afternoon,music_system,ON
30.39,65.71,80.95,57.55,0,2,closed,open,847.46,0,1,0,stop the geyser,bathroom,night,geyser,OFF
35.16,25.73,70.33,59.68,1,1,closed,open,1928.07,0,0,1,turn off the dehumidifier,office,night,dehumidifier,OFF
32.45,27.61,62.0,13.86,1,1,open,open,1472.36,1,1,0,activate the tv,office,night,tv,ON
19.34,57.77,36.96,70.48,0,0,closed,open,1141.73,0,0,1,what s up with the refrigerator,kitchen,afternoon,refrigerator,ON
16.65,48.17,30.95,74.84,0,1,closed,open,1354.4,1,1,0,check the aquarium_pump,kitchen,morning,aquarium_pump,ON
15.36,52.72,18.6,45.18,0,0,open,closed,576.53,0,1,0,switch on the desk_lamp,kitchen,evening,desk_lamp,ON
29.35,71.66,90.86,52.52,1,0,open,closed,1425.57,1,0,1,status of the dehumidifier,bathroom,evening,dehumidifier,ON
26.25,53.67,25.98,22.51,0,1,open,closed,712.49,1,0,0,open the window,balcony,morning,window,ON
17.53,62.43,32.42,28.63,0,0,closed,open,789.67,1,1,1,stop the window,bathroom,evening,window,OFF
21.55,23.42,70.6,67.45,0,2,open,open,837.19,1,0,0,turn off the aquarium_pump,bedroom,evening,aquarium_pump,OFF
22.87,47.91,79.32,48.37,0,2,open,open,1267.63,0,1,0,switch off the aquarium_pump,bathroom,morning,aquarium_pump,OFF
35.23,74.79,51.42,59.84,1,0,open,open,522.5,0,0,1,start the heater,balcony,evening,heater,ON
30.74,61.56,44.07,38.87,0,1,open,closed,1046.68,0,0,0,turn on the window,garage,afternoon,window,ON
32.05,53.21,79.93,45.66,0,2,open,closed,1737.03,0,1,1,close the fan,living_room,morning,fan,OFF
15.5,77.4,90.57,22.65,0,1,open,closed,1077.31,1,1,0,is the cctv_camera on,office,afternoon,cctv_camera,ON
16.19,74.8,5.46,54.01,0,3,closed,closed,1175.47,0,1,0,open the desk_lamp,garage,morning,desk_lamp,ON
23.53,77.72,55.28,55.62,1,2,closed,closed,1753.8,0,1,1,deactivate the desk_lamp,kitchen,morning,desk_lamp,OFF
20.69,42.53,93.73,43.69,1,2,open,closed,1207.32,0,1,0,close the desk_lamp,garage,evening,desk_lamp,OFF
37.6,46.97,76.27,58.97,0,0,open,open,1439.04,1,0,1,open the dehumidifier,balcony,evening,dehumidifier,ON
34.84,42.94,61.05,48.69,0,0,open,closed,1542.82,0,0,0,close the heater,bedroom,afternoon,heater,OFF
18.75,26.26,63.04,32.98,1,3,closed,open,1212.99,1,0,0,close the humidifier,balcony,evening,humidifier,OFF
39.54,63.04,61.55,29.09,0,0,open,closed,1756.04,0,1,1,is the geyser on,kitchen,morning,geyser,ON
38.33,86.75,43.6,52.69,1,1,open,open,1204.67,1,1,0,activate the water_motor,garage,afternoon,water_motor,ON
31.82,72.33,44.05,12.64,1,0,closed,open,1237.35,0,0,0,deactivate the phone_charger,living_room,afternoon,phone_charger,OFF
30.33,66.99,27.91,36.5,1,1,open,closed,845.42,1,0,0,activate the music_system,garage,afternoon,music_system,ON
36.94,43.17,79.73,14.91,1,2,open,open,1246.96,0,1,1,is the humidifier on,office,night,humidifier,ON
20.17,39.92,28.26,21.31,0,0,open,open,1276.57,1,1,0,open the phone_charger,living_room,morning,phone_charger,ON
34.08,58.86,52.43,21.87,1,1,closed,closed,1420.66,1,0,0,check the ac,bedroom,morning,ac,ON
19.11,75.78,98.51,11.31,0,3,open,closed,1201.71,1,1,0,turn on the fan,office,evening,fan,ON
22.45,71.8,46.67,11.53,1,1,open,closed,1541.55,1,0,1,switch off the dehumidifier,garage,evening,dehumidifier,OFF
30.07,51.0,9.65,71.01,0,0,closed,closed,482.98,1,0,1,turn off the geyser,garage,afternoon,geyser,OFF
27.43,42.56,23.42,25.47,1,2,closed,closed,1273.83,1,1,0,switch off the phone_charger,kitchen,evening,phone_charger,OFF
18.46,59.23,28.96,41.97,0,2,closed,open,1195.53,0,1,1,how s the cctv_camera,bathroom,evening,cctv_camera,ON
17.02,55.28,49.77,76.83,1,1,open,open,531.38,1,0,0,turn on the window,garage,night,window,ON
37.87,66.49,55.98,39.09,1,2,open,closed,1905.08,1,1,1,is the aquarium_pump on,kitchen,afternoon,aquarium_pump,ON
24.33,21.9,16.98,53.57,0,3,closed,open,1419.16,0,1,1,is the desk_lamp on,garage,morning,desk_lamp,ON
23.86,57.57,99.91,13.72,0,3,open,open,1717.73,0,1,1,is the humidifier off,bedroom,night,humidifier,OFF
30.29,89.64,37.14,21.44,1,3,closed,open,1186.34,0,0,0,is the humidifier on,office,night,humidifier,ON
21.58,58.81,84.35,66.46,1,2,closed,closed,757.34,0,0,0,deactivate the aquarium_pump,kitchen,morning,aquarium_pump,OFF
37.71,73.82,81.86,64.39,1,2,closed,open,1354.97,1,0,0,is the music_system on,living_room,morning,music_system,ON
29.71,26.64,20.59,73.61,0,0,open,open,1523.83,0,1,1,turn on the dehumidifier,living_room,morning,dehumidifier,ON
33.78,39.24,5.16,65.93,0,2,open,closed,603.05,1,1,1,switch on the curtain,garage,afternoon,curtain,ON
24.67,27.74,68.47,63.52,1,0,closed,closed,1936.75,1,0,0,what s up with the window,balcony,afternoon,window,ON
19.48,62.24,16.75,14.75,0,0,open,open,647.06,0,1,1,how s the tv,garage,morning,tv,ON
20.92,82.72,41.04,27.96,0,1,closed,closed,945.82,0,1,0,deactivate the ac,bedroom,evening,ac,OFF
39.33,20.34,9.57,12.78,0,3,closed,closed,453.64,1,1,1,what s up with the aquarium_pump,bedroom,night,aquarium_pump,ON
22.61,44.65,62.44,41.6,1,3,closed,closed,1680.42,0,1,0,is the light on,office,morning,light,ON
18.99,51.03,31.32,26.97,1,3,closed,open,669.94,0,1,1,is the window on,bathroom,night,window,ON
30.69,89.64,77.92,59.69,1,1,open,open,694.32,0,1,1,how s the door,office,afternoon,door,ON
15.9,25.07,8.64,17.66,0,1,closed,closed,859.0,0,0,1,is the light off,office,night,light,OFF
28.46,56.63,69.23,34.75,1,3,open,open,1022.15,1,0,0,stop the fan,bathroom,afternoon,fan,OFF
32.14,24.19,71.61,51.89,0,1,closed,open,1017.72,1,0,1,open the refrigerator,living_room,afternoon,refrigerator,ON
23.11,69.55,56.0,40.51,0,0,closed,open,1448.41,0,1,1,close the aquarium_pump,kitchen,evening,aquarium_pump,OFF
22.09,66.79,69.04,41.87,0,2,open,closed,1424.98,0,1,0,switch off the music_system,garage,afternoon,music_system,OFF
15.74,38.65,68.99,27.1,1,0,open,closed,419.06,1,1,1,turn on the desk_lamp,kitchen,night,desk_lamp,ON
19.14,83.75,74.16,79.85,1,2,closed,open,1609.66,0,1,0,deactivate the door,living_room,evening,door,OFF
28.71,80.59,78.23,74.08,1,3,closed,closed,1475.95,1,1,1,turn on the humidifier,balcony,morning,humidifier,ON
25.26,59.42,8.1,79.71,0,3,open,open,1796.43,0,0,0,status of the water_motor,garage,evening,water_motor,ON
34.96,20.25,74.48,20.63,0,1,closed,closed,1759.51,0,0,1,how s the tv,balcony,afternoon,tv,ON
38.07,88.26,81.13,15.89,0,0,open,open,982.36,1,1,1,activate the dehumidifier,garage,morning,dehumidifier,ON
18.41,60.53,25.45,15.67,0,2,closed,open,1132.87,1,1,0,close the ac,kitchen,morning,ac,OFF
19.57,38.88,38.32,52.26,0,0,closed,closed,1346.21,0,1,1,activate the humidifier,office,night,humidifier,ON
33.98,77.4,46.92,76.13,1,1,closed,closed,1415.9,0,1,1,stop the ac,kitchen,morning,ac,OFF
21.32,29.07,75.44,75.1,1,0,open,closed,1101.29,0,1,0,open the ac,bathroom,night,ac,ON
20.68,37.63,61.88,11.53,0,1,closed,closed,1689.31,1,1,1,close the air_purifier,kitchen,evening,air_purifier,OFF
27.41,70.29,90.65,65.59,1,0,open,closed,1461.78,1,0,1,switch on the fan,bathroom,morning,fan,ON
27.18,20.47,32.89,29.72,1,0,open,open,1916.59,1,0,1,check the humidifier,garage,afternoon,humidifier,ON
35.55,49.89,12.12,22.32,0,0,open,open,1329.23,1,1,1,open the coffee_maker,office,afternoon,coffee_maker,OFF
20.24,28.11,52.66,59.29,0,0,open,closed,1898.48,0,0,1,switch off the ac,office,afternoon,ac,OFF
17.7,70.72,86.92,39.09,1,3,closed,open,1624.12,0,1,0,turn off the light,bedroom,evening,light,OFF
15.12,52.34,47.18,18.47,0,1,open,open,970.18,0,0,0,turn on the refrigerator,bathroom,night,refrigerator,ON
28.62,20.89,19.94,40.4,0,2,closed,open,1427.33,1,0,0,status of the curtain,garage,afternoon,curtain,ON
28.64,45.33,80.48,57.57,1,0,open,closed,972.58,1,1,1,close the geyser,bedroom,evening,geyser,OFF
18.36,83.54,76.43,79.55,1,1,open,open,1090.68,0,0,1,is the tv on,kitchen,morning,tv,ON
24.08,65.01,66.67,62.14,0,2,open,closed,429.61,1,0,1,activate the refrigerator,garage,afternoon,refrigerator,ON
38.53,20.56,43.29,20.03,1,0,open,open,675.14,0,0,0,is the phone_charger on,kitchen,morning,phone_charger,ON
30.26,38.43,63.31,52.29,1,0,open,closed,892.4,1,1,1,open the aquarium_pump,living_room,morning,aquarium_pump,ON
36.32,87.46,66.05,38.72,1,1,open,open,1390.97,1,1,0,is the aquarium_pump on,kitchen,evening,aquarium_pump,ON
15.96,58.09,74.41,54.08,1,1,closed,open,1156.23,1,0,0,start the light,bedroom,morning,light,ON
23.39,25.48,51.31,35.59,1,1,open,open,638.49,0,0,0,activate the humidifier,living_room,evening,humidifier,ON
32.32,29.67,69.42,45.07,0,0,closed,open,1950.32,1,1,0,activate the fan,kitchen,afternoon,fan,ON
37.0,64.74,85.33,30.71,0,0,closed,closed,418.42,1,0,1,turn on the coffee_maker,balcony,afternoon,coffee_maker,OFF
25.38,23.75,13.3,14.51,1,1,closed,open,1201.74,1,1,0,turn on the dehumidifier,living_room,afternoon,dehumidifier,ON
36.84,27.92,59.01,50.59,1,2,open,open,1793.01,1,0,0,how s the desk_lamp,office,morning,desk_lamp,ON
33.94,48.63,14.77,73.1,1,1,open,closed,473.4,0,1,0,switch off the light,garage,afternoon,light,OFF
32.2,30.25,89.98,64.45,1,1,closed,closed,1376.07,1,1,0,check the light,bedroom,evening,light,ON
16.06,75.14,57.09,53.52,1,3,closed,closed,1203.55,0,1,1,switch off the heater,bathroom,evening,heater,OFF
34.99,27.65,74.91,67.46,1,0,open,closed,1293.71,1,0,0,activate the ac,kitchen,morning,ac,ON
30.02,22.77,63.47,14.23,0,2,open,closed,1912.98,1,1,1,status of the heater,garage,evening,heater,ON
28.28,74.91,19.21,26.12,1,2,open,closed,1075.86,0,1,1,start the door,kitchen,night,door,ON
22.88,33.29,19.61,65.89,1,0,open,closed,1098.16,0,1,1,turn off the door,bedroom,morning,door,OFF
24.5,79.12,8.81,64.05,1,0,open,open,1799.4,0,1,0,is the coffee_maker on,living_room,night,coffee_maker,OFF
29.2,89.81,77.73,79.22,1,0,closed,open,1271.27,1,1,1,what s up with the phone_charger,kitchen,afternoon,phone_charger,ON
18.16,27.38,8.06,12.35,0,2,closed,open,954.0,0,1,0,switch on the phone_charger,living_room,morning,phone_charger,ON
37.22,25.16,79.6,24.43,1,0,open,open,1638.3,1,0,1,status of the fan,kitchen,afternoon,fan,ON
25.86,23.03,38.35,65.77,1,3,open,open,430.35,0,0,0,stop the air_purifier,bathroom,morning,air_purifier,OFF
23.0,40.06,6.7,13.22,1,1,open,closed,1532.28,0,0,0,stop the door,living_room,night,door,OFF
34.96,41.44,33.77,28.98,0,3,closed,closed,1957.44,1,1,1,switch off the aquarium_pump,garage,night,aquarium_pump,OFF
15.91,72.09,63.47,36.85,1,1,closed,closed,585.46,0,0,1,turn off the phone_charger,kitchen,morning,phone_charger,OFF
25.78,26.54,6.38,69.13,1,3,open,open,473.26,0,1,0,check the door,garage,evening,door,ON
29.58,58.33,87.93,72.95,0,3,closed,closed,909.46,0,0,1,is the geyser on,bedroom,afternoon,geyser,ON
16.26,57.22,32.83,33.29,1,0,open,closed,851.48,1,1,1,deactivate the dehumidifier,balcony,morning,dehumidifier,OFF
35.01,59.12,91.41,13.98,1,0,open,open,525.15,1,0,1,stop the air_purifier,bathroom,morning,air_purifier,OFF
39.69,80.98,51.53,44.32,0,1,closed,open,1363.92,0,1,1,turn off the tv,kitchen,morning,tv,OFF
16.54,51.53,24.04,76.37,1,1,open,closed,493.13,1,1,1,switch on the humidifier,bathroom,afternoon,humidifier,ON
36.21,38.26,82.31,79.88,1,0,closed,open,813.44,0,1,0,is the window off,balcony,morning,window,OFF
26.23,28.05,96.45,46.98,1,3,open,open,1739.69,0,0,0,switch on the geyser,bathroom,afternoon,geyser,ON
28.69,61.11,84.14,27.11,1,1,closed,open,1985.6,0,0,1,close the humidifier,bathroom,evening,humidifier,OFF
30.63,73.88,85.66,45.45,0,0,closed,closed,797.09,0,1,0,switch off the light,bedroom,night,light,OFF
30.62,58.47,74.06,35.64,0,2,open,closed,890.37,1,1,1,turn off the fan,office,evening,fan,OFF
30.73,59.03,40.36,17.51,1,0,open,closed,1730.68,1,1,1,status of the dehumidifier,office,afternoon,dehumidifier,ON
18.04,45.12,7.26,33.96,1,2,closed,open,1300.74,0,1,1,is the fan on,kitchen,morning,fan,ON
36.71,29.09,61.42,18.19,1,0,closed,open,1273.38,1,1,0,is the air_purifier off,office,morning,air_purifier,OFF
26.25,28.44,77.11,62.97,1,0,open,closed,1881.06,0,0,0,turn on the fan,balcony,afternoon,fan,ON
17.35,85.46,33.62,54.13,0,3,open,closed,1270.86,1,0,1,is the geyser off,garage,night,geyser,OFF
27.95,57.15,17.2,35.13,0,2,open,open,1625.9,0,0,0,close the curtain,living_room,night,curtain,OFF
33.48,80.83,15.66,22.83,0,2,open,closed,1934.92,0,0,0,status of the aquarium_pump,living_room,evening,aquarium_pump,ON
38.12,20.12,26.24,63.87,1,2,closed,closed,1836.48,1,0,1,stop the tv,garage,evening,tv,OFF
32.56,89.0,80.09,65.87,0,0,open,open,1431.99,1,1,0,activate the geyser,kitchen,morning,geyser,ON
21.52,24.89,96.66,16.78,1,1,open,open,1492.64,1,0,0,open the fan,garage,night,fan,ON
20.85,77.11,94.49,44.71,0,1,open,closed,831.14,0,1,1,close the coffee_maker,living_room,morning,coffee_maker,OFF
39.52,80.15,15.58,49.14,1,3,open,closed,627.74,1,0,0,how s the window,bedroom,morning,window,ON
19.05,20.14,55.45,46.8,1,2,closed,open,953.92,1,0,0,activate the air_purifier,garage,night,air_purifier,ON
18.46,53.73,12.0,49.74,0,3,closed,open,404.69,1,1,1,stop the curtain,office,morning,curtain,OFF
39.63,47.71,41.61,78.36,0,1,open,open,1446.78,0,1,0,turn off the ac,garage,afternoon,ac,OFF
30.1,31.72,43.18,21.68,1,1,closed,open,1901.84,0,1,1,is the geyser off,living_room,morning,geyser,OFF
33.98,84.16,13.65,63.6,1,0,open,open,1011.37,0,1,1,close the desk_lamp,office,evening,desk_lamp,OFF
31.02,74.64,60.35,70.93,1,2,open,closed,1302.98,0,0,0,turn off the window,kitchen,evening,window,OFF
31.14,60.17,6.83,52.23,0,1,closed,closed,1561.99,0,1,0,turn on the desk_lamp,living_room,morning,desk_lamp,ON
25.58,64.13,12.87,14.9,0,1,open,open,1763.63,1,1,1,activate the cctv_camera,bathroom,morning,cctv_camera,ON
38.14,73.41,74.8,36.01,0,2,open,open,1640.02,1,1,1,activate the refrigerator,kitchen,afternoon,refrigerator,ON
24.21,68.45,35.92,44.53,0,2,open,open,1374.82,1,1,1,check the window,bathroom,afternoon,window,ON
28.7,29.9,28.2,41.44,0,0,closed,open,772.06,0,1,1,activate the ac,balcony,evening,ac,ON
27.84,43.82,35.11,65.87,1,2,open,closed,866.61,1,0,0,stop the desk_lamp,bathroom,evening,desk_lamp,OFF
36.27,85.39,94.77,53.89,1,0,closed,closed,1908.53,1,1,0,switch on the phone_charger,bathroom,afternoon,phone_charger,ON
39.0,72.39,24.94,57.19,0,0,open,open,1276.62,0,0,1,check the window,bedroom,afternoon,window,ON
28.42,34.39,50.9,15.76,0,2,open,open,1315.14,0,0,0,switch off the geyser,office,morning,geyser,OFF
35.29,38.27,68.74,46.57,0,1,closed,open,1021.76,1,0,1,close the geyser,office,morning,geyser,OFF
34.9,49.44,61.72,49.07,1,3,open,closed,1127.32,0,1,1,turn on the tv,living_room,morning,tv,ON
39.17,66.22,96.08,73.11,0,2,open,closed,1727.23,0,1,1,switch on the music_system,living_room,evening,music_system,ON
35.52,63.65,17.45,20.75,1,3,open,closed,1956.08,1,1,1,start the window,bedroom,night,window,ON
23.04,85.46,10.74,46.45,1,3,open,closed,421.6,0,0,1,turn off the window,balcony,night,window,OFF
35.41,82.88,26.22,77.51,0,1,open,open,503.38,0,0,0,switch off the light,bathroom,night,light,OFF
32.26,65.26,39.63,66.74,1,2,open,open,529.08,0,1,1,close the door,balcony,night,door,OFF
38.88,39.55,45.16,62.23,0,3,closed,open,1930.03,0,0,1,status of the air_purifier,bathroom,night,air_purifier,ON
32.32,89.92,38.65,70.02,1,0,closed,open,1139.23,0,0,0,start the desk_lamp,office,afternoon,desk_lamp,ON
23.28,49.19,31.3,78.13,1,3,open,open,905.29,0,0,1,deactivate the dehumidifier,bedroom,evening,dehumidifier,OFF
29.37,87.21,34.75,32.82,0,0,open,open,597.75,0,1,0,start the desk_lamp,garage,night,desk_lamp,ON
28.68,54.44,33.34,72.03,1,0,open,open,1395.84,1,1,0,how s the music_system,balcony,morning,music_system,ON
33.78,36.17,7.83,60.3,0,3,open,open,1891.1,1,0,1,close the curtain,kitchen,evening,curtain,OFF
35.86,73.55,35.55,30.02,0,1,open,open,1371.47,0,0,0,stop the music_system,bedroom,afternoon,music_system,OFF
19.75,32.61,35.85,14.16,1,2,open,open,1190.08,1,0,0,is the window on,garage,morning,window,ON
30.62,28.23,98.99,52.37,0,1,open,open,967.74,0,1,0,switch off the light,bathroom,night,light,OFF
34.97,45.92,90.51,14.9,1,2,open,open,1292.06,0,0,0,switch off the aquarium_pump,bedroom,night,aquarium_pump,OFF
19.21,21.8,42.28,62.15,1,2,closed,open,628.47,0,1,0,switch on the refrigerator,garage,morning,refrigerator,ON
20.38,22.76,8.92,37.26,0,2,closed,open,1708.05,1,0,1,stop the dehumidifier,office,evening,dehumidifier,OFF
21.38,76.92,60.08,57.75,1,1,open,open,1552.5,1,1,0,start the curtain,bathroom,morning,curtain,ON
31.8,25.33,54.21,25.19,0,2,closed,open,498.7,0,1,0,open the curtain,living_room,evening,curtain,ON
36.63,82.37,9.17,45.33,0,1,closed,closed,1181.64,0,0,1,is the ac on,bedroom,morning,ac,ON
16.18,83.81,40.2,32.86,0,0,open,open,496.44,1,1,0,close the phone_charger,living_room,afternoon,phone_charger,OFF
25.22,26.63,82.02,35.39,0,0,closed,closed,1820.04,0,0,0,turn off the music_system,living_room,evening,music_system,OFF
24.13,79.82,6.08,75.6,0,3,closed,closed,766.22,0,0,0,check the curtain,living_room,night,curtain,ON
37.84,69.78,50.61,32.77,1,2,closed,open,808.33,0,0,1,switch off the door,office,night,door,OFF
